Metrix_name,uniqueID,Text_
"Use of antibiotics -  Cephalos",2382,"8.27% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",2383,"73.31% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",2384,"0.43 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",2385,"93.33% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",2386,"77.95% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",2387,"Performing as or better than expected for 5 out of 5 indicators"
Caring,2388,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",2389,"82.64% of women have attended cervical screening"
"Chronic Disease Management",2390,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",2391,"Low priority (Band 6)"
"Dementia review",2392,"85.46% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",2393,"77.78% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",2394,"75.93% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",2395,"81.77% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",2396,"86.57% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",2397,"90.25% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",2398,"82.67% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",2399,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",2400,"85.41% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",2401,"17.61 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",2402,"3.02 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",2403,"78.17% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",2404,"62.50% of people in at-risk groups have had a flu vaccination"
"Identification of people with",2405,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",2406,"0.93 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",2407,"0.62 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",2408,"86.75% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",2409,"97.26% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",2410,"92.50% of people with schizophrenia"
"Mental health â€“ care plans",2411,"93.42% of patients on the mental health register have an agreed care plan"
"Palliative care register",2412,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",2413,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",2414,"78.12% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",2415,"86.39% of patients reported they were satisfied with the opening hours"
Responsive,2416,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",2417,"Performing as or better than expected for 17 out of 17 indicators"
"Seeing preferred GP",2418,"41.63% of patients reported they see or speak to a GP they prefer"
"Smoking support",2419,"94.62% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",2420,"89.37% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",2421,"96.22% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",2422,"87.50 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",2423,"0.34 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",2424,"8.27% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",2425,"73.31% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",2426,"0.43 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",2427,"100% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",2428,"84.62% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",2429,"Performing as or better than expected for 5 out of 5 indicators"
Caring,2430,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",2431,"80.46% of women have attended cervical screening"
"Chronic Disease Management",2432,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",2433,"Low priority (Band 6)"
"Dementia review",2434,"97.92% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",2435,"74.43% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",2436,"77.15% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",2437,"85.08% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",2438,"97.65% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",2439,"94.74% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",2440,"93.46% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",2441,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",2442,"80.32% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",2443,"14.57 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",2444,"3.95 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",2445,"81.61% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",2446,"49.15% of people in at-risk groups have had a flu vaccination"
"Identification of people with",2447,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",2448,"0.83 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",2449,"0.79 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",2450,"87.03% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",2451,"91.26% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",2452,"95.24% of people with schizophrenia"
"Mental health â€“ care plans",2453,"92.68% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",2454,"5.78% of patients reported that they could not be overheard in the reception area"
"Palliative care register",2455,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",2456,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",2457,"78.66% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",2458,"85.06% of patients reported they were satisfied with the opening hours"
Responsive,2459,"Performing as or better than expected for 3 out of 3 indicators"
